address,Name,category,Comments,peripheral
0x4003b05c,ADC Minus-Side General Calibration Value Register(ADC0_CLM4)32R/W0000_0200,CR,,ADC0
0x4003b060,ADC Minus-Side General Calibration Value Register(ADC0_CLM3)32R/W0000_0100,CR,,ADC0
0x4003b064,ADC Minus-Side General Calibration Value Register(ADC0_CLM2)32R/W0000_0080,CR,,ADC0
0x4003b068,ADC Minus-Side General Calibration Value Register(ADC0_CLM1)32R/W0000_0040,CR,,ADC0
0x4003b06c,ADC Minus-Side General Calibration Value Register(ADC0_CLM0)32R/W0000_0020,CR,,ADC0
0x400bb000,ADC Status and Control Registers 1 (ADC1_SC1A)32R/W0000_001F,SR,Hybrid,ADC1
0x400bb004,ADC Status and Control Registers 1 (ADC1_SC1B)32R/W0000_001F,SR,Hybrid,#N/A
0x400bb008,ADC Configuration Register 1 (ADC1_CFG1)32R/W0000_0000,CR,,ADC1
0x400bb00c,ADC Configuration Register 2 (ADC1_CFG2)32R/W0000_0000,CR,,ADC1
0x400bb010,ADC Data Result Register (ADC1_RA)32R0000_0000,DR,,ADC1
0x40038000,Status And Control (FTM0_SC)32R/W0000_0000,SR,Hybrid,FTM0
0x40038004,Counter (FTM0_CNT)32R/W0000_0000,DR,,FTM0
0x40038008,Modulo (FTM0_MOD)32R/W0000_0000,,,FTM0
0x4003800c,Channel (n) Status And Control (FTM0_C0SC)32R/W0000_0000,SR,Hybrid,FTM0
0x40038010,Channel (n) Value (FTM0_C0V)32R/W0000_0000,DR,in some operation modes R y others W,FTM0
0x40038014,Channel (n) Status And Control (FTM0_C1SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40038018,Channel (n) Value (FTM0_C1V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003801c,Channel (n) Status And Control (FTM0_C2SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40038020,Channel (n) Value (FTM0_C2V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x40038024,Channel (n) Status And Control (FTM0_C3SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40038028,Channel (n) Value (FTM0_C3V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003802c,Channel (n) Status And Control (FTM0_C4SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40038030,Channel (n) Value (FTM0_C4V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x40038034,Channel (n) Status And Control (FTM0_C5SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40038038,Channel (n) Value (FTM0_C5V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003803c,Channel (n) Status And Control (FTM0_C6SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40038040,Channel (n) Value (FTM0_C6V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x40038044,Channel (n) Status And Control (FTM0_C7SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40038048,Channel (n) Value (FTM0_C7V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003804c,Counter Initial Value (FTM0_CNTIN)32R/W0000_0000,DR,,FTM0
0x40038050,Capture And Compare Status (FTM0_STATUS)32R/W0000_0000,SR,,FTM0
0x40038054,Features Mode Selection (FTM0_MODE)32R/W0000_0004,,,FTM0
0x40038058,Synchronization (FTM0_SYNC)32R/W0000_0000,,,FTM0
0x4003805c,Initial State For Channels Output (FTM0_OUTINIT)32R/W0000_0000,CR,,FTM0
0x40038060,Output Mask (FTM0_OUTMASK)32R/W0000_0000,,,FTM0
0x40038064,Function For Linked Channels (FTM0_COMBINE)32R/W0000_0000,,,FTM0
0x40038068,Deadtime Insertion Control (FTM0_DEADTIME)32R/W0000_0000,CR,,FTM0
0x4003806c,FTM External Trigger (FTM0_EXTTRIG)32R/W0000_0000,,,FTM0
0x40038070,Channels Polarity (FTM0_POL)32R/W0000_0000,CR,,FTM0
0x40038074,Fault Mode Status (FTM0_FMS)32R/W0000_0000,SR,,FTM0
0x40038078,Input Capture Filter Control (FTM0_FILTER)32R/W0000_0000,CR,,FTM0
0x4003807c,Fault Control (FTM0_FLTCTRL)32R/W0000_0000,CR,,FTM0
0x40038080,Quadrature Decoder Control And Status (FTM0_QDCTRL)32R/W0000_0000,SR,Hybrid,FTM0
0x40038084,Configuration (FTM0_CONF)32R/W0000_0000,CR,,FTM0
0x40038088,FTM Fault Input Polarity (FTM0_FLTPOL)32R/W0000_0000,CR,,FTM0
0x4003808c,Synchronization Configuration (FTM0_SYNCONF)32R/W0000_0000,CR,,FTM0
0x40038090,FTM Inverting Control (FTM0_INVCTRL)32R/W0000_0000,CR,,FTM0
0x40038094,FTM Software Output Control (FTM0_SWOCTRL)32R/W0000_0000,CR,,FTM0
0x40038098,FTM PWM Load (FTM0_PWMLOAD)32R/W0000_0000,,,FTM0
0x40039000,Status And Control (FTM1_SC)32R/W0000_0000,SR,Hybrid,FTM1
0x40039004,Counter (FTM1_CNT)32R/W0000_0000,DR,,FTM1
0x40039008,Modulo (FTM1_MOD)32R/W0000_0000,,,FTM1
0x4003900c,Channel (n) Status And Control (FTM1_C0SC)32R/W0000_0000,SR,Hybrid,FTM1
0x40039010,Channel (n) Value (FTM1_C0V)32R/W0000_0000,DR,in some operation modes R y others W,FTM1
0x40039014,Channel (n) Status And Control (FTM1_C1SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40039018,Channel (n) Value (FTM1_C1V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003901c,Channel (n) Status And Control (FTM1_C2SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40039020,Channel (n) Value (FTM1_C2V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x40039024,Channel (n) Status And Control (FTM1_C3SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40039028,Channel (n) Value (FTM1_C3V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003902c,Channel (n) Status And Control (FTM1_C4SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40039030,Channel (n) Value (FTM1_C4V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x40039034,Channel (n) Status And Control (FTM1_C5SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40039038,Channel (n) Value (FTM1_C5V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003903c,Channel (n) Status And Control (FTM1_C6SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40039040,Channel (n) Value (FTM1_C6V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x40039044,Channel (n) Status And Control (FTM1_C7SC)32R/W0000_0000,SR,Hybrid,#N/A
0x40039048,Channel (n) Value (FTM1_C7V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003904c,Counter Initial Value (FTM1_CNTIN)32R/W0000_0000,DR,,FTM1
0x40039050,Capture And Compare Status (FTM1_STATUS)32R/W0000_0000,SR,,FTM1
0x40039054,Features Mode Selection (FTM1_MODE)32R/W0000_0004,,,FTM1
0x40039058,Synchronization (FTM1_SYNC)32R/W0000_0000,,,FTM1
0x4003905c,Initial State For Channels Output (FTM1_OUTINIT)32R/W0000_0000,CR,,FTM1
0x40039060,Output Mask (FTM1_OUTMASK)32R/W0000_0000,,,FTM1
0x40039064,Function For Linked Channels (FTM1_COMBINE)32R/W0000_0000,,,FTM1
0x40039068,Deadtime Insertion Control (FTM1_DEADTIME)32R/W0000_0000,CR,,FTM1
0x4003906c,FTM External Trigger (FTM1_EXTTRIG)32R/W0000_0000,,,FTM1
0x40039070,Channels Polarity (FTM1_POL)32R/W0000_0000,CR,,FTM1
0x40039074,Fault Mode Status (FTM1_FMS)32R/W0000_0000,SR,,FTM1
0x40039078,Input Capture Filter Control (FTM1_FILTER)32R/W0000_0000,CR,,FTM1
0x4003907c,Fault Control (FTM1_FLTCTRL)32R/W0000_0000,CR,,FTM1
0x40039080,Quadrature Decoder Control And Status (FTM1_QDCTRL)32R/W0000_0000,SR,Hybrid,FTM1
0x40039084,Configuration (FTM1_CONF)32R/W0000_0000,CR,,FTM1
0x40039088,FTM Fault Input Polarity (FTM1_FLTPOL)32R/W0000_0000,CR,,FTM1
0x4003908c,Synchronization Configuration (FTM1_SYNCONF)32R/W0000_0000,CR,,FTM1
0x40039090,FTM Inverting Control (FTM1_INVCTRL)32R/W0000_0000,CR,,FTM1
0x40039094,FTM Software Output Control (FTM1_SWOCTRL)32R/W0000_0000,CR,,FTM1
0x40039098,FTM PWM Load (FTM1_PWMLOAD)32R/W0000_0000,,,FTM1
0x4003a000,Status And Control (FTM2_SC)32R/W0000_0000,SR,Hybrid,FTM2
0x4003a004,Counter (FTM2_CNT)32R/W0000_0000,DR,,FTM2
0x4003a008,Modulo (FTM2_MOD)32R/W0000_0000,,,FTM2
0x4003a00c,Channel (n) Status And Control (FTM2_C0SC)32R/W0000_0000,SR,Hybrid,FTM2
0x4003a010,Channel (n) Value (FTM2_C0V)32R/W0000_0000,DR,in some operation modes R y others W,FTM2
0x4003a014,Channel (n) Status And Control (FTM2_C1SC)32R/W0000_0000,SR,Hybrid,#N/A
0x4003a018,Channel (n) Value (FTM2_C1V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003a01c,Channel (n) Status And Control (FTM2_C2SC)32R/W0000_0000,SR,Hybrid,#N/A
0x4003a020,Channel (n) Value (FTM2_C2V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003a024,Channel (n) Status And Control (FTM2_C3SC)32R/W0000_0000,SR,Hybrid,#N/A
0x4003a028,Channel (n) Value (FTM2_C3V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003a02c,Channel (n) Status And Control (FTM2_C4SC)32R/W0000_0000,SR,Hybrid,#N/A
0x4003a030,Channel (n) Value (FTM2_C4V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003a034,Channel (n) Status And Control (FTM2_C5SC)32R/W0000_0000,SR,Hybrid,#N/A
0x4003a038,Channel (n) Value (FTM2_C5V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003a03c,Channel (n) Status And Control (FTM2_C6SC)32R/W0000_0000,SR,Hybrid,#N/A
0x4003a040,Channel (n) Value (FTM2_C6V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003a044,Channel (n) Status And Control (FTM2_C7SC)32R/W0000_0000,SR,Hybrid,#N/A
0x4003a048,Channel (n) Value (FTM2_C7V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x4003a04c,Counter Initial Value (FTM2_CNTIN)32R/W0000_0000,DR,,FTM2
0x4003a050,Capture And Compare Status (FTM2_STATUS)32R/W0000_0000,SR,,FTM2
0x4003a054,Features Mode Selection (FTM2_MODE)32R/W0000_0004,CR,,FTM2
0x4003a058,Synchronization (FTM2_SYNC)32R/W0000_0000,,,FTM2
0x4003a05c,Initial State For Channels Output (FTM2_OUTINIT)32R/W0000_0000,CR,,FTM2
0x4003a060,Output Mask (FTM2_OUTMASK)32R/W0000_0000,,,FTM2
0x4003a064,Function For Linked Channels (FTM2_COMBINE)32R/W0000_0000,,,FTM2
0x4003a068,Deadtime Insertion Control (FTM2_DEADTIME)32R/W0000_0000,CR,,FTM2
0x4003a06c,FTM External Trigger (FTM2_EXTTRIG)32R/W0000_0000,,,FTM2
0x4003a070,Channels Polarity (FTM2_POL)32R/W0000_0000,CR,,FTM2
0x4003a074,Fault Mode Status (FTM2_FMS)32R/W0000_0000,SR,,FTM2
0x4003a078,Input Capture Filter Control (FTM2_FILTER)32R/W0000_0000,CR,,FTM2
0x4003a07c,Fault Control (FTM2_FLTCTRL)32R/W0000_0000,CR,,FTM2
0x4003a080,Quadrature Decoder Control And Status (FTM2_QDCTRL)32R/W0000_0000,SR,Hybrid,FTM2
0x4003a084,Configuration (FTM2_CONF)32R/W0000_0000,CR,,FTM2
0x4003a088,FTM Fault Input Polarity (FTM2_FLTPOL)32R/W0000_0000,CR,,FTM2
0x4003a08c,Synchronization Configuration (FTM2_SYNCONF)32R/W0000_0000,CR,,FTM2
0x4003a090,FTM Inverting Control (FTM2_INVCTRL)32R/W0000_0000,CR,,FTM2
0x4003a094,FTM Software Output Control (FTM2_SWOCTRL)32R/W0000_0000,CR,,FTM2
0x4003a098,FTM PWM Load (FTM2_PWMLOAD)32R/W0000_0000,,,FTM2
0x400b9000,Status And Control (FTM3_SC)32R/W0000_0000,SR,Hybrid,FTM3
0x400b9004,Counter (FTM3_CNT)32R/W0000_0000,DR,,FTM3
0x400b9008,Modulo (FTM3_MOD)32R/W0000_0000,,,FTM3
0x400b900c,Channel (n) Status And Control (FTM3_C0SC)32R/W0000_0000,SR,Hybrid,FTM3
0x400b9010,Channel (n) Value (FTM3_C0V)32R/W0000_0000,DR,in some operation modes R y others W,FTM3
0x400b9014,Channel (n) Status And Control (FTM3_C1SC)32R/W0000_0000,SR,Hybrid,#N/A
0x400b9018,Channel (n) Value (FTM3_C1V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x400b901c,Channel (n) Status And Control (FTM3_C2SC)32R/W0000_0000,SR,Hybrid,#N/A
0x400b9020,Channel (n) Value (FTM3_C2V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x400b9024,Channel (n) Status And Control (FTM3_C3SC)32R/W0000_0000,SR,Hybrid,#N/A
0x400b9028,Channel (n) Value (FTM3_C3V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x400b902c,Channel (n) Status And Control (FTM3_C4SC)32R/W0000_0000,SR,Hybrid,#N/A
0x400b9030,Channel (n) Value (FTM3_C4V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x400b9034,Channel (n) Status And Control (FTM3_C5SC)32R/W0000_0000,SR,Hybrid,#N/A
0x400b9038,Channel (n) Value (FTM3_C5V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x400b903c,Channel (n) Status And Control (FTM3_C6SC)32R/W0000_0000,SR,Hybrid,#N/A
0x400b9040,Channel (n) Value (FTM3_C6V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x400b9044,Channel (n) Status And Control (FTM3_C7SC)32R/W0000_0000,SR,Hybrid,#N/A
0x400b9048,Channel (n) Value (FTM3_C7V)32R/W0000_0000,DR,in some operation modes R y others W,#N/A
0x400b904c,Counter Initial Value (FTM3_CNTIN)32R/W0000_0000,DR,,FTM3
0x400b9050,Capture And Compare Status (FTM3_STATUS)32R/W0000_0000,SR,,FTM3
0x400b9054,Features Mode Selection (FTM3_MODE)32R/W0000_0004,CR,,FTM3
0x400b9058,Synchronization (FTM3_SYNC)32R/W0000_0000,CR,,FTM3
0x400b905c,Initial State For Channels Output (FTM3_OUTINIT)32R/W0000_0000,CR,,FTM3
0x400b9060,Output Mask (FTM3_OUTMASK)32R/W0000_0000,CR,,FTM3
0x400b9064,Function For Linked Channels (FTM3_COMBINE)32R/W0000_0000,CR,,FTM3
0x400b9068,Deadtime Insertion Control (FTM3_DEADTIME)32R/W0000_0000,CR,,FTM3
0x400b906c,FTM External Trigger (FTM3_EXTTRIG)32R/W0000_0000,CR,,FTM3
0x400b9070,Channels Polarity (FTM3_POL)32R/W0000_0000,CR,,FTM3
0x400b9074,Fault Mode Status (FTM3_FMS)32R/W0000_0000,CR,,FTM3
0x400b9078,Input Capture Filter Control (FTM3_FILTER)32R/W0000_0000,CR,,FTM3
0x400b907c,Fault Control (FTM3_FLTCTRL)32R/W0000_0000,CR,,FTM3
0x400b9080,Quadrature Decoder Control And Status (FTM3_QDCTRL)32R/W0000_0000,CR,,FTM3
0x400b9084,Configuration (FTM3_CONF)32R/W0000_0000,CR,,FTM3
0x400b9088,FTM Fault Input Polarity (FTM3_FLTPOL)32R/W0000_0000,CR,,FTM3
0x400b908c,Synchronization Configuration (FTM3_SYNCONF)32R/W0000_0000,CR,,FTM3
0x400b9090,FTM Inverting Control (FTM3_INVCTRL)32R/W0000_0000,CR,,FTM3
0x400b9094,FTM Software Output Control (FTM3_SWOCTRL)32R/W0000_0000,CR,,FTM3
0x400b9098,FTM PWM Load (FTM3_PWMLOAD)32R/W0000_0000,CR,,FTM3
0x40047000,System Options Register 1 (SIM_SOPT1)32R/WSee sectio,CR,Hybrid some bits are read only to determine RAM size on device,SIM
0x40047004,SOPT1 Configuration Register (SIM_SOPT1CFG)32R/W0000_0000,CR,,SIM
0x40048004,System Options Register 2 (SIM_SOPT2)32R/W0000_1000,CR,,SIM
0x4004800c,System Options Register 4 (SIM_SOPT4)32R/W0000_0000,CR,,SIM
0x40048010,System Options Register 5 (SIM_SOPT5)32R/W0000_0000,CR,,SIM
0x40048018,System Options Register 7 (SIM_SOPT7)32R/W0000_0000,CR,,SIM
0x40048024,System Device Identification Register (SIM_SDID)32R12.2.7/313,SR,,SIM
0x40048028,System Clock Gating Control Register 1 (SIM_SCGC1)32R/W0000_0000,CR,,SIM
0x4004802c,System Clock Gating Control Register 2 (SIM_SCGC2)32R/W0000_0000,CR,,SIM
0x40048030,System Clock Gating Control Register 3 (SIM_SCGC3)32R/W0000_0000,CR,,SIM
0x40048034,System Clock Gating Control Register 4 (SIM_SCGC4)32R/WF010_0030,CR,,SIM
0x40048038,System Clock Gating Control Register 5 (SIM_SCGC5)32R/W0004_0182,CR,,SIM
0x4004803c,System Clock Gating Control Register 6 (SIM_SCGC6)32R/W4000_0001,CR,,SIM
0x40048040,System Clock Gating Control Register 7 (SIM_SCGC7)32R/W0000_0006,CR,,SIM
0x40048044,System Clock Divider Register 1 (SIM_CLKDIV1)32R/WSee sectio,CR,,SIM
0x40048048,System Clock Divider Register 2 (SIM_CLKDIV2)32R/W0000_0000,CR,,SIM
0x4004804c,Flash Configuration Register 1 (SIM_FCFG1)32RSee sectio,,,SIM
0x40048050,Flash Configuration Register 2 (SIM_FCFG2)32RSee sectio,,,SIM
0x40048054,Unique Identification Register High (SIM_UIDH)32RSee sectio,,,SIM
0x40048058,Unique Identification Register Mid-High (SIM_UIDMH)32RSee sectio,,,SIM
0x4004805c,Unique Identification Register Mid Low (SIM_UIDML)32RSee sectio,,,SIM
0x40048060,Unique Identification Register Low (SIM_UIDL)32RSee sectio,,,SIM
0x4002c000,Module Configuration Register (SPI0_MCR)32R/W0000_4001,CR,,SPI0
0x4002c008,Transfer Count Register (SPI0_TCR)32R/W0000_0000,SR,COUNTS BYTES IN FIFO BUFFER,SPI0
0x4002c00c,Clock and Transfer Attributes Register (In Master Mode)(SPI0_CTAR0)32R/W7800_0000,CR,,SPI0
0x4002c00c,Clock and Transfer Attributes Register (In Slave Mode)(SPI0_CTAR0_SLAVE)32R/W7800_0000,CR,,SPI0
0x4002c010,Clock and Transfer Attributes Register (In Master Mode)(SPI0_CTAR1)32R/W7800_0000,CR,,#N/A
0x4002c02c,Status Register (SPI0_SR)32R/W0200_0000,SR,,SPI0
0x4002c030,DMA/Interrupt Request Select and Enable Register(SPI0_RSER)32R/W0000_0000,CR,,SPI0
0x4002c034,PUSH TX FIFO Register In Master Mode (SPI0_PUSHR)32R/W0000_0000,DR,,SPI0
0x4002c034,PUSH TX FIFO Register In Slave Mode(SPI0_PUSHR_SLAVE)32R/W0000_0000,DR,,SPI0
0x4002c038,POP RX FIFO Register (SPI0_POPR)32R0000_0000,DR,,SPI0
0x4002c03c,Transmit FIFO Registers (SPI0_TXFR0)32R0000_0000,DR,ONLY FOR DEBUGGING,SPI0
0x4002c040,Transmit FIFO Registers (SPI0_TXFR1)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002c044,Transmit FIFO Registers (SPI0_TXFR2)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002c048,Transmit FIFO Registers (SPI0_TXFR3)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002c07c,Receive FIFO Registers (SPI0_RXFR0)32R0000_0000,DR,ONLY FOR DEBUGGING,SPI0
0x4002c080,Receive FIFO Registers (SPI0_RXFR1)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002c084,Receive FIFO Registers (SPI0_RXFR2)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002c088,Receive FIFO Registers (SPI0_RXFR3)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002d000,Module Configuration Register (SPI1_MCR)32R/W0000_4001,CR,,SPI1
0x4002d008,Transfer Count Register (SPI1_TCR)32R/W0000_0000,SR,COUNTS BYTES IN FIFO BUFFER,SPI1
0x4002d00c,Clock and Transfer Attributes Register (In Master Mode)(SPI1_CTAR0)32R/W7800_0000,CR,,SPI1
0x4002d00c,Clock and Transfer Attributes Register (In Slave Mode)(SPI1_CTAR0_SLAVE)32R/W7800_0000,CR,,SPI1
0x4002d010,Clock and Transfer Attributes Register (In Master Mode)(SPI1_CTAR1)32R/W7800_0000,CR,,#N/A
0x4002d02c,Status Register (SPI1_SR)32R/W0200_0000,SR,,SPI1
0x4002d030,DMA/Interrupt Request Select and Enable Register(SPI1_RSER)32R/W0000_0000,CR,,SPI1
0x4002d034,PUSH TX FIFO Register In Master Mode (SPI1_PUSHR)32R/W0000_0000,DR,,SPI1
0x4002d034,PUSH TX FIFO Register In Slave Mode(SPI1_PUSHR_SLAVE)32R/W0000_0000,DR,,SPI1
0x4002d038,POP RX FIFO Register (SPI1_POPR)32R0000_0000,DR,,SPI1
0x4002d03c,Transmit FIFO Registers (SPI1_TXFR0)32R0000_0000,DR,ONLY FOR DEBUGGING,SPI1
0x4002d040,Transmit FIFO Registers (SPI1_TXFR1)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002d044,Transmit FIFO Registers (SPI1_TXFR2)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002d048,Transmit FIFO Registers (SPI1_TXFR3)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002d07c,Receive FIFO Registers (SPI1_RXFR0)32R0000_0000,DR,ONLY FOR DEBUGGING,SPI1
0x4002d080,Receive FIFO Registers (SPI1_RXFR1)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002d084,Receive FIFO Registers (SPI1_RXFR2)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x4002d088,Receive FIFO Registers (SPI1_RXFR3)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x400ac000,Module Configuration Register (SPI2_MCR)32R/W0000_4001,CR,,SPI2
0x400ac008,Transfer Count Register (SPI2_TCR)32R/W0000_0000,SR,COUNTS BYTES IN FIFO BUFFER,SPI2
0x400ac00c,Clock and Transfer Attributes Register (In Master Mode)(SPI2_CTAR0)32R/W7800_0000,CR,,SPI2
0x400ac00c,Clock and Transfer Attributes Register (In Slave Mode)(SPI2_CTAR0_SLAVE)32R/W7800_0000,CR,,SPI2
0x400ac010,Clock and Transfer Attributes Register (In Master Mode)(SPI2_CTAR1)32R/W7800_0000,CR,,#N/A
0x400ac02c,Status Register (SPI2_SR)32R/W0200_0000,SR,,SPI2
0x400ac030,DMA/Interrupt Request Select and Enable Register(SPI2_RSER)32R/W0000_0000,CR,,SPI2
0x400ac034,PUSH TX FIFO Register In Master Mode (SPI2_PUSHR)32R/W0000_0000,DR,,SPI2
0x400ac034,PUSH TX FIFO Register In Slave Mode(SPI2_PUSHR_SLAVE)32R/W0000_0000,DR,,SPI2
0x400ac038,POP RX FIFO Register (SPI2_POPR)32R0000_0000,DR,,SPI2
0x400ac03c,Transmit FIFO Registers (SPI2_TXFR0)32R0000_0000,DR,ONLY FOR DEBUGGING,SPI2
0x400ac040,Transmit FIFO Registers (SPI2_TXFR1)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x400ac044,Transmit FIFO Registers (SPI2_TXFR2)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x400ac048,Transmit FIFO Registers (SPI2_TXFR3)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x400ac07c,Receive FIFO Registers (SPI2_RXFR0)32R0000_0000,DR,ONLY FOR DEBUGGING,SPI2
0x400ac080,Receive FIFO Registers (SPI2_RXFR1)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x400ac084,Receive FIFO Registers (SPI2_RXFR2)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x400ac088,Receive FIFO Registers (SPI2_RXFR3)32R0000_0000,DR,ONLY FOR DEBUGGING,#N/A
0x40037000,PIT Module Control Register (PIT_MCR)32R/W0000_0006,CR,,PIT
0x40037100,Timer Load Value Register (PIT_LDVAL0)32R/W0000_0000,CR,,PIT
0x40037104,Current Timer Value Register (PIT_CVAL0)32R0000_0000,DR,,PIT
0x40037108,Timer Control Register (PIT_TCTRL0)32R/W0000_0000,CR,,PIT
0x4003710c,Timer Flag Register (PIT_TFLG0)32R/W0000_0000,SR,Hybrid it could be write to generate an interrupt,PIT
0x40037110,Timer Load Value Register (PIT_LDVAL1)32R/W0000_0000,CR,,#N/A
0x40037114,Current Timer Value Register (PIT_CVAL1)32R0000_0000,DR,,#N/A
0x40037118,Timer Control Register (PIT_TCTRL1)32R/W0000_0000,CR,,#N/A
0x4003711c,Timer Flag Register (PIT_TFLG1)32R/W0000_0000,SR,Hybrid it could be write to generate an interrupt,#N/A
0x40037120,Timer Load Value Register (PIT_LDVAL2)32R/W0000_0000,CR,,#N/A
0x40037124,Current Timer Value Register (PIT_CVAL2)32R0000_0000,DR,,#N/A
0x40037128,Timer Control Register (PIT_TCTRL2)32R/W0000_0000,CR,,#N/A
0x4003712c,Timer Flag Register (PIT_TFLG2)32R/W0000_0000,SR,Hybrid it could be write to generate an interrupt,#N/A
0x40037130,Timer Load Value Register (PIT_LDVAL3)32R/W0000_0000,CR,,#N/A
0x40037134,Current Timer Value Register (PIT_CVAL3)32R0000_0000,DR,,#N/A
0x40037138,Timer Control Register (PIT_TCTRL3)32R/W0000_0000,CR,,#N/A
0x4003713c,Timer Flag Register (PIT_TFLG3)32R/W0000_0000,SR,Hybrid it could be write to generate an interrupt,#N/A
0x4003d000,RTC Time Seconds Register (RTC_TSR),DR,,RTC
0x4003d008,RTC Time Alarm Register (RTC_TAR),CR,,RTC
0x4003d010,RTC Control Register (RTC_CR),CR,,RTC
0x4003d014,RTC Status Register (RTC_SR),SR,,RTC
0x4003d01c,RTC Interrupt Enable Register (RTC_IER),CR,,RTC
0x4007e000,Power Mode Protection register,CR,HYBRID REGISTER,SMC
