address,Reg Name,category,Comments,peripheral
0x40002020,,,,TIM14
0x40002024,,,,TIM14
0x40002028,,,,TIM14
0x4000202c,,,,TIM14
0x40002034,,,,TIM14
0x40014800,,,,TIM11
0x4001480c,,,,TIM11
0x40014810,,,,TIM11
0x40014814,,,,TIM11
0x40014818,,,,TIM11
0x40014820,,,,TIM11
0x40014824,,,,TIM11
0x40014828,,,,TIM11
0x4001482c,,,,TIM11
0x40014834,,,,TIM11
0x40014850,19.5.11 TIM11 option register 1 (TIM11_OR)  ,CR,,TIM11
0x40001000,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM6
0x40001004,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM6
0x4000100c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM6
0x40001010,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM6
0x40001014,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM6
0x40001024,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM6
0x40001028,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM6
0x4000102c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM6
0x40001400,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM7
0x40001404,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM7
0x4000140c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM7
0x40001410,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM7
0x40001414,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM7
0x40001424,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM7
0x40001428,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM7
0x4000142c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM7
0x40028000,,,,Ethernet_MAC
0x40028004,,,,Ethernet_MAC
0x40028008,,,,Ethernet_MAC
0x4002800c,,,,Ethernet_MAC
0x40028010,,,,Ethernet_MAC
0x40028014,,,,Ethernet_MAC
0x40028018,,,,Ethernet_MAC
0x4002801c,,,,Ethernet_MAC
0x4002802c,,,,Ethernet_MAC
0x40028034,,,,Ethernet_MAC
0x40028038,,,,Ethernet_MAC
0x4002803c,,,,Ethernet_MAC
0x40028040,,,,Ethernet_MAC
0x40028044,,,,Ethernet_MAC
0x40028048,,,,Ethernet_MAC
0x4002804c,,,,Ethernet_MAC
0x40028050,,,,Ethernet_MAC
0x40028054,,,,Ethernet_MAC
0x40028058,,,,Ethernet_MAC
0x4002805c,,,,Ethernet_MAC
0x40028100,,,,Ethernet_MMC
0x40028104,,,,Ethernet_MMC
0x40028108,,,,Ethernet_MMC
0x4002810c,,,,Ethernet_MMC
0x40028110,,,,Ethernet_MMC
0x4002814c,,,,Ethernet_MMC
0x40028150,,,,Ethernet_MMC
0x40028168,,,,Ethernet_MMC
0x40028194,,,,Ethernet_MMC
0x40028198,,,,Ethernet_MMC
0x400281c4,,,,Ethernet_MMC
0x40028700,,,,Ethernet_PTP
0x40028704,,,,Ethernet_PTP
0x40028708,,,,Ethernet_PTP
0x4002870c,,,,Ethernet_PTP
0x40028710,,,,Ethernet_PTP
0x40028714,,,,Ethernet_PTP
0x40028718,,,,Ethernet_PTP
0x4002871c,,,,Ethernet_PTP
0x40028720,,,,Ethernet_PTP
0x40028728,,,,Ethernet_PTP
0x4002872c,,,,Ethernet_PTP
0x40029000,,,,Ethernet_DMA
0x40029004,,,,Ethernet_DMA
0x40029008,,,,Ethernet_DMA
0x4002900c,,,,Ethernet_DMA
0x40029010,,,,Ethernet_DMA
0x40029014,,,,Ethernet_DMA
0x40029018,,,,Ethernet_DMA
0x4002901c,,,,Ethernet_DMA
0x40029020,,,,Ethernet_DMA
0x40029024,,,,Ethernet_DMA
0x40029048,,,,Ethernet_DMA
0x4002904c,,,,Ethernet_DMA
0x40029050,,,,Ethernet_DMA
0x40029054,,,,Ethernet_DMA
0x40023000,4.4.1Data register (CRC_DR)  ,DR,,CRC
0x40023004,Independent data register (CRC_IDR)   ,DR,,CRC
0x40023008,4.4.2Control register (CRC_CR)  ,CR,,CRC
0x50000000,,,,OTG_FS_GLOBAL
0x50000004,,,,OTG_FS_GLOBAL
0x50000008,,,,OTG_FS_GLOBAL
0x5000000c,,,,OTG_FS_GLOBAL
0x50000010,,,,OTG_FS_GLOBAL
0x50000014,,,,OTG_FS_GLOBAL
0x50000018,,,,OTG_FS_GLOBAL
0x5000001c,,,,OTG_FS_GLOBAL
0x5000001c,,,,OTG_FS_GLOBAL
0x50000024,,,,OTG_FS_GLOBAL
0x50000028,,,,OTG_FS_GLOBAL
0x5000002c,,,,OTG_FS_GLOBAL
0x50000038,,,,OTG_FS_GLOBAL
0x5000003c,,,,OTG_FS_GLOBAL
0x50000100,,,,OTG_FS_GLOBAL
0x50000104,,,,OTG_FS_GLOBAL
0x50000108,,,,OTG_FS_GLOBAL
0x5000010c,,,,OTG_FS_GLOBAL
0x50000400,,,,OTG_FS_HOST
0x50000404,,,,OTG_FS_HOST
0x50000408,,,,OTG_FS_HOST
0x50000410,,,,OTG_FS_HOST
0x50000414,,,,OTG_FS_HOST
0x50000418,,,,OTG_FS_HOST
0x50000440,,,,OTG_FS_HOST
0x50000500,,,,OTG_FS_HOST
0x50000520,,,,OTG_FS_HOST
0x50000540,,,,OTG_FS_HOST
0x50000560,,,,OTG_FS_HOST
0x50000580,,,,OTG_FS_HOST
0x500005a0,,,,OTG_FS_HOST
0x500005c0,,,,OTG_FS_HOST
0x500005e0,,,,OTG_FS_HOST
0x50000508,,,,OTG_FS_HOST
0x50000528,,,,OTG_FS_HOST
0x50000548,,,,OTG_FS_HOST
0x50000568,,,,OTG_FS_HOST
0x50000588,,,,OTG_FS_HOST
0x500005a8,,,,OTG_FS_HOST
0x500005c8,,,,OTG_FS_HOST
0x500005e8,,,,OTG_FS_HOST
0x5000050c,,,,OTG_FS_HOST
0x5000052c,,,,OTG_FS_HOST
0x5000054c,,,,OTG_FS_HOST
0x5000056c,,,,OTG_FS_HOST
0x5000058c,,,,OTG_FS_HOST
0x500005ac,,,,OTG_FS_HOST
0x500005cc,,,,OTG_FS_HOST
0x500005ec,,,,OTG_FS_HOST
0x50000510,,,,OTG_FS_HOST
0x50000530,,,,OTG_FS_HOST
0x50000550,,,,OTG_FS_HOST
0x50000570,,,,OTG_FS_HOST
0x50000590,,,,OTG_FS_HOST
0x500005b0,,,,OTG_FS_HOST
0x500005d0,,,,OTG_FS_HOST
0x500005f0,,,,OTG_FS_HOST
0x50000800,,,,OTG_FS_DEVICE
0x50000804,,,,OTG_FS_DEVICE
0x50000808,,,,OTG_FS_DEVICE
0x50000810,,,,OTG_FS_DEVICE
0x50000814,,,,OTG_FS_DEVICE
0x50000818,,,,OTG_FS_DEVICE
0x5000081c,,,,OTG_FS_DEVICE
0x50000828,,,,OTG_FS_DEVICE
0x5000082c,,,,OTG_FS_DEVICE
0x50000834,,,,OTG_FS_DEVICE
0x50000900,,,,OTG_FS_DEVICE
0x50000920,,,,OTG_FS_DEVICE
0x50000940,,,,OTG_FS_DEVICE
0x50000960,,,,OTG_FS_DEVICE
0x50000b00,,,,OTG_FS_DEVICE
0x50000b20,,,,OTG_FS_DEVICE
0x50000b40,,,,OTG_FS_DEVICE
0x50000b60,,,,OTG_FS_DEVICE
0x50000908,,,,OTG_FS_DEVICE
0x50000928,,,,OTG_FS_DEVICE
0x50000948,,,,OTG_FS_DEVICE
0x50000968,,,,OTG_FS_DEVICE
0x50000b08,,,,OTG_FS_DEVICE
0x50000b28,,,,OTG_FS_DEVICE
0x50000b48,,,,OTG_FS_DEVICE
0x50000b68,,,,OTG_FS_DEVICE
0x50000910,,,,OTG_FS_DEVICE
0x50000b10,,,,OTG_FS_DEVICE
0x50000930,,,,OTG_FS_DEVICE
0x50000950,,,,OTG_FS_DEVICE
0x50000970,,,,OTG_FS_DEVICE
0x50000918,,,,OTG_FS_DEVICE
0x50000938,,,,OTG_FS_DEVICE
0x50000958,,,,OTG_FS_DEVICE
0x50000978,,,,OTG_FS_DEVICE
0x50000b30,,,,OTG_FS_DEVICE
0x50000b50,,,,OTG_FS_DEVICE
0x50000b70,,,,OTG_FS_DEVICE
0x50000e00,,,,OTG_FS_PWRCLK
0x40006400,,,,CAN1
0x40006404,,,,CAN1
0x40006408,,,,CAN1
0x4000640c,,,,CAN1
0x40006410,,,,CAN1
0x40006414,,,,CAN1
0x40006418,,,,CAN1
0x4000641c,,,,CAN1
0x40006580,,,,CAN1
0x40006584,,,,CAN1
0x40006588,,,,CAN1
0x4000658c,,,,CAN1
0x40006590,,,,CAN1
0x40006594,,,,CAN1
0x40006598,,,,CAN1
0x4000659c,,,,CAN1
0x400065a0,,,,CAN1
0x400065a4,,,,CAN1
0x400065a8,,,,CAN1
0x400065ac,,,,CAN1
0x400065b0,,,,CAN1
0x400065b4,,,,CAN1
0x400065b8,,,,CAN1
0x400065bc,,,,CAN1
0x400065c0,,,,CAN1
0x400065c4,,,,CAN1
0x400065c8,,,,CAN1
0x400065cc,,,,CAN1
0x40006600,,,,CAN1
0x40006604,,,,CAN1
0x4000660c,,,,CAN1
0x40006614,,,,CAN1
0x4000661c,,,,CAN1
0x40006640,,,,CAN1
0x40006644,,,,CAN1
0x40006648,,,,CAN1
0x4000664c,,,,CAN1
0x40006650,,,,CAN1
0x40006654,,,,CAN1
0x40006658,,,,CAN1
0x4000665c,,,,CAN1
0x40006660,,,,CAN1
0x40006664,,,,CAN1
0x40006668,,,,CAN1
0x4000666c,,,,CAN1
0x40006670,,,,CAN1
0x40006674,,,,CAN1
0x40006678,,,,CAN1
0x4000667c,,,,CAN1
0x40006680,,,,CAN1
0x40006684,,,,CAN1
0x40006688,,,,CAN1
0x4000668c,,,,CAN1
0x40006690,,,,CAN1
0x40006694,,,,CAN1
0x40006698,,,,CAN1
0x4000669c,,,,CAN1
0x400066a0,,,,CAN1
0x400066a4,,,,CAN1
0x400066a8,,,,CAN1
0x400066ac,,,,CAN1
0x400066b0,,,,CAN1
0x400066b4,,,,CAN1
0x400066b8,,,,CAN1
0x400066bc,,,,CAN1
0x400066c0,,,,CAN1
0x400066c4,,,,CAN1
0x400066c8,,,,CAN1
0x400066cc,,,,CAN1
0x400066d0,,,,CAN1
0x400066d4,,,,CAN1
0x400066d8,,,,CAN1
0x400066dc,,,,CAN1
0x400066e0,,,,CAN1
0x400066e4,,,,CAN1
0x400066e8,,,,CAN1
0x400066ec,,,,CAN1
0x400066f0,,,,CAN1
0x400066f4,,,,CAN1
0x400066f8,,,,CAN1
0x400066fc,,,,CAN1
0x40006700,,,,CAN1
0x40006704,,,,CAN1
0x40006708,,,,CAN1
0x4000670c,,,,CAN1
0x40006710,,,,CAN1
0x40006714,,,,CAN1
0x40006718,,,,CAN1
0x4000671c,,,,CAN1
0x40006800,,,,CAN2
0x40006804,,,,CAN2
0x40006808,,,,CAN2
0x4000680c,,,,CAN2
0x40006810,,,,CAN2
0x40006814,,,,CAN2
0x40006818,,,,CAN2
0x4000681c,,,,CAN2
0x40006980,,,,CAN2
0x40006984,,,,CAN2
0x40006988,,,,CAN2
0x4000698c,,,,CAN2
0x40006990,,,,CAN2
0x40006994,,,,CAN2
0x40006998,,,,CAN2
0x4000699c,,,,CAN2
0x400069a0,,,,CAN2
0x400069a4,,,,CAN2
0x400069a8,,,,CAN2
0x400069ac,,,,CAN2
0x400069b0,,,,CAN2
0x400069b4,,,,CAN2
0x400069b8,,,,CAN2
0x400069bc,,,,CAN2
0x400069c0,,,,CAN2
0x400069c4,,,,CAN2
0x400069c8,,,,CAN2
0x400069cc,,,,CAN2
0x40006a00,,,,CAN2
0x40006a04,,,,CAN2
0x40006a0c,,,,CAN2
0x40006a14,,,,CAN2
0x40006a1c,,,,CAN2
0x40006a40,,,,CAN2
0x40006a44,,,,CAN2
0x40006a48,,,,CAN2
0x40006a4c,,,,CAN2
0x40006a50,,,,CAN2
0x40006a54,,,,CAN2
0x40006a58,,,,CAN2
0x40006a5c,,,,CAN2
0x40006a60,,,,CAN2
0x40006a64,,,,CAN2
0x40006a68,,,,CAN2
0x40006a6c,,,,CAN2
0x40006a70,,,,CAN2
0x40006a74,,,,CAN2
0x40006a78,,,,CAN2
0x40006a7c,,,,CAN2
0x40006a80,,,,CAN2
0x40006a84,,,,CAN2
0x40006a88,,,,CAN2
0x40006a8c,,,,CAN2
0x40006a90,,,,CAN2
0x40006a94,,,,CAN2
0x40006a98,,,,CAN2
0x40006a9c,,,,CAN2
0x40006aa0,,,,CAN2
0x40006aa4,,,,CAN2
0x40006aa8,,,,CAN2
0x40006aac,,,,CAN2
0x40006ab0,,,,CAN2
0x40006ab4,,,,CAN2
0x40006ab8,,,,CAN2
0x40006abc,,,,CAN2
0x40006ac0,,,,CAN2
0x40006ac4,,,,CAN2
0x40006ac8,,,,CAN2
0x40006acc,,,,CAN2
0x40006ad0,,,,CAN2
0x40006ad4,,,,CAN2
0x40006ad8,,,,CAN2
0x40006adc,,,,CAN2
0x40006ae0,,,,CAN2
0x40006ae4,,,,CAN2
0x40006ae8,,,,CAN2
0x40006aec,,,,CAN2
0x40006af0,,,,CAN2
0x40006af4,,,,CAN2
0x40006af8,,,,CAN2
0x40006afc,,,,CAN2
0x40006b00,,,,CAN2
0x40006b04,,,,CAN2
0x40006b08,,,,CAN2
0x40006b0c,,,,CAN2
0x40006b10,,,,CAN2
0x40006b14,,,,CAN2
0x40006b18,,,,CAN2
0x40006b1c,,,,CAN2
0xe000e100,,,,NVIC
0xe000e104,,,,NVIC
0xe000e108,,,,NVIC
0xe000e180,,,,NVIC
0xe000e184,,,,NVIC
0xe000e188,,,,NVIC
0xe000e200,,,,NVIC
0xe000e204,,,,NVIC
0xe000e208,,,,NVIC
0xe000e280,,,,NVIC
0xe000e284,,,,NVIC
0xe000e288,,,,NVIC
0xe000e300,,,,NVIC
0xe000e304,,,,NVIC
0xe000e308,,,,NVIC
0xe000e400,,,,NVIC
0xe000e404,,,,NVIC
0xe000e408,,,,NVIC
0xe000e40c,,,,NVIC
0xe000e410,,,,NVIC
0xe000e414,,,,NVIC
0xe000e418,,,,NVIC
0xe000e41c,,,,NVIC
0xe000e420,,,,NVIC
0xe000e424,,,,NVIC
0xe000e428,,,,NVIC
0xe000e42c,,,,NVIC
0xe000e430,,,,NVIC
0xe000e434,,,,NVIC
0xe000e438,,,,NVIC
0xe000e43c,,,,NVIC
0xe000e440,,,,NVIC
0xe000e444,,,,NVIC
0xe000e448,,,,NVIC
0xe000e44c,,,,NVIC
0xe000e450,,,,NVIC
0x40023c00,Flash access control register (FLASH_ACR)for STM32F405xx/07xx and STM32F415xx/17xx  ,CR,,FLASH
0x40023c04,Flash key register (FLASH_KEYR)  ,CR,,FLASH
0x40023c08,Flash option key register (FLASH_OPTKEYR)  ,CR,,FLASH
0x40023c0c,Flash status register (FLASH_SR) forSTM32F405xx/07xx and STM32F415xx/17xx ,SR,,FLASH
0x40023c10,Flash control register (FLASH_CR) forSTM32F405xx/07xx and STM32F415xx/17xx ,CR,,FLASH
0x40023c14,Flash option control register (FLASH_OPTCR) forSTM32F405xx/07xx and STM32F415xx/17xx ,CR,,FLASH
0x40023c18,Flash option control register (FLASH_OPTCR1)for STM32F42xxx and STM32F43xxx  ,CR,,FLASH
0x40013c00,Interrupt mask register (EXTI_IMR) ,CR,,EXTI
0x40013c04,12.3.7Event mask register (EXTI_EMR)  ,CR,,EXTI
0x40013c08,Rising trigger selection register (EXTI_RTSR)   ,CR,,EXTI
0x40013c0c,Falling trigger selection register (EXTI_FTSR)   ,CR,,EXTI
0x40013c10,Software interrupt event register (EXTI_SWIER)   ,CR,,EXTI
0x40013c14,Pending register (EXTI_PR)   ,SR,,EXTI
0x40040000,,,,OTG_HS_GLOBAL
0x40040004,,,,OTG_HS_GLOBAL
0x40040008,,,,OTG_HS_GLOBAL
0x4004000c,,,,OTG_HS_GLOBAL
0x40040010,,,,OTG_HS_GLOBAL
0x40040014,,,,OTG_HS_GLOBAL
0x40040018,,,,OTG_HS_GLOBAL
0x4004001c,,,,OTG_HS_GLOBAL
0x40040020,,,,OTG_HS_GLOBAL
0x40040024,,,,OTG_HS_GLOBAL
0x40040028,,,,OTG_HS_GLOBAL
0x4004002c,,,,OTG_HS_GLOBAL
0x40040038,,,,OTG_HS_GLOBAL
0x4004003c,,,,OTG_HS_GLOBAL
0x40040100,,,,OTG_HS_GLOBAL
0x40040104,,,,OTG_HS_GLOBAL
0x40040108,,,,OTG_HS_GLOBAL
0x4004011c,,,,OTG_HS_GLOBAL
0x40040120,,,,OTG_HS_GLOBAL
0x40040124,,,,OTG_HS_GLOBAL
0x40040128,,,,OTG_HS_GLOBAL
0x4004012c,,,,OTG_HS_GLOBAL
0x40040400,,,,OTG_HS_HOST
0x40040404,,,,OTG_HS_HOST
0x40040408,,,,OTG_HS_HOST
0x40040410,,,,OTG_HS_HOST
0x40040414,,,,OTG_HS_HOST
0x40040418,,,,OTG_HS_HOST
0x40040440,,,,OTG_HS_HOST
0x40040500,,,,OTG_HS_HOST
0x40040520,,,,OTG_HS_HOST
0x40040540,,,,OTG_HS_HOST
0x40040560,,,,OTG_HS_HOST
0x40040580,,,,OTG_HS_HOST
0x400405a0,,,,OTG_HS_HOST
0x400405c0,,,,OTG_HS_HOST
0x400405e0,,,,OTG_HS_HOST
0x40040600,,,,OTG_HS_HOST
0x40040620,,,,OTG_HS_HOST
0x40040640,,,,OTG_HS_HOST
0x40040660,,,,OTG_HS_HOST
0x40040504,,,,OTG_HS_HOST
0x40040524,,,,OTG_HS_HOST
0x40040544,,,,OTG_HS_HOST
0x40040564,,,,OTG_HS_HOST
0x40040584,,,,OTG_HS_HOST
0x400405a4,,,,OTG_HS_HOST
0x400405c4,,,,OTG_HS_HOST
0x400405e4,,,,OTG_HS_HOST
0x40040604,,,,OTG_HS_HOST
0x40040624,,,,OTG_HS_HOST
0x40040644,,,,OTG_HS_HOST
0x40040664,,,,OTG_HS_HOST
0x40040508,,,,OTG_HS_HOST
0x40040528,,,,OTG_HS_HOST
0x40040548,,,,OTG_HS_HOST
0x40040568,,,,OTG_HS_HOST
0x40040588,,,,OTG_HS_HOST
0x400405a8,,,,OTG_HS_HOST
0x400405c8,,,,OTG_HS_HOST
0x400405e8,,,,OTG_HS_HOST
0x40040608,,,,OTG_HS_HOST
0x40040628,,,,OTG_HS_HOST
0x40040648,,,,OTG_HS_HOST
0x40040668,,,,OTG_HS_HOST
0x4004050c,,,,OTG_HS_HOST
0x4004052c,,,,OTG_HS_HOST
0x4004054c,,,,OTG_HS_HOST
0x4004056c,,,,OTG_HS_HOST
0x4004058c,,,,OTG_HS_HOST
0x400405ac,,,,OTG_HS_HOST
0x400405cc,,,,OTG_HS_HOST
0x400405ec,,,,OTG_HS_HOST
0x4004060c,,,,OTG_HS_HOST
0x4004062c,,,,OTG_HS_HOST
0x4004064c,,,,OTG_HS_HOST
0x4004066c,,,,OTG_HS_HOST
0x40040510,,,,OTG_HS_HOST
0x40040530,,,,OTG_HS_HOST
0x40040550,,,,OTG_HS_HOST
0x40040570,,,,OTG_HS_HOST
0x40040590,,,,OTG_HS_HOST
0x400405b0,,,,OTG_HS_HOST
0x400405d0,,,,OTG_HS_HOST
0x400405f0,,,,OTG_HS_HOST
0x40040610,,,,OTG_HS_HOST
0x40040630,,,,OTG_HS_HOST
0x40040650,,,,OTG_HS_HOST
0x40040670,,,,OTG_HS_HOST
0x40040514,,,,OTG_HS_HOST
0x40040534,,,,OTG_HS_HOST
0x40040554,,,,OTG_HS_HOST
0x40040574,,,,OTG_HS_HOST
0x40040594,,,,OTG_HS_HOST
0x400405b4,,,,OTG_HS_HOST
0x400405d4,,,,OTG_HS_HOST
0x400405f4,,,,OTG_HS_HOST
0x40040614,,,,OTG_HS_HOST
0x40040634,,,,OTG_HS_HOST
0x40040654,,,,OTG_HS_HOST
0x40040674,,,,OTG_HS_HOST
0x40040800,,,,OTG_HS_DEVICE
0x40040804,,,,OTG_HS_DEVICE
0x40040808,,,,OTG_HS_DEVICE
0x40040810,,,,OTG_HS_DEVICE
0x40040814,,,,OTG_HS_DEVICE
0x40040818,,,,OTG_HS_DEVICE
0x4004081c,,,,OTG_HS_DEVICE
0x40040828,,,,OTG_HS_DEVICE
0x4004082c,,,,OTG_HS_DEVICE
0x40040830,,,,OTG_HS_DEVICE
0x40040834,,,,OTG_HS_DEVICE
0x40040838,,,,OTG_HS_DEVICE
0x4004083c,,,,OTG_HS_DEVICE
0x40040840,,,,OTG_HS_DEVICE
0x40040880,,,,OTG_HS_DEVICE
0x40040900,,,,OTG_HS_DEVICE
0x40040920,,,,OTG_HS_DEVICE
0x40040940,,,,OTG_HS_DEVICE
0x40040960,,,,OTG_HS_DEVICE
0x40040980,,,,OTG_HS_DEVICE
0x400409a0,,,,OTG_HS_DEVICE
0x400409c0,,,,OTG_HS_DEVICE
0x400409e0,,,,OTG_HS_DEVICE
0x40040908,,,,OTG_HS_DEVICE
0x40040928,,,,OTG_HS_DEVICE
0x40040948,,,,OTG_HS_DEVICE
0x40040968,,,,OTG_HS_DEVICE
0x40040988,,,,OTG_HS_DEVICE
0x400409a8,,,,OTG_HS_DEVICE
0x400409c8,,,,OTG_HS_DEVICE
0x400409e8,,,,OTG_HS_DEVICE
0x40040910,,,,OTG_HS_DEVICE
0x40040914,,,,OTG_HS_DEVICE
0x40040934,,,,OTG_HS_DEVICE
0x40040954,,,,OTG_HS_DEVICE
0x40040974,,,,OTG_HS_DEVICE
0x40040994,,,,OTG_HS_DEVICE
0x40040918,,,,OTG_HS_DEVICE
0x40040938,,,,OTG_HS_DEVICE
0x40040958,,,,OTG_HS_DEVICE
0x40040978,,,,OTG_HS_DEVICE
0x40040998,,,,OTG_HS_DEVICE
0x400409b8,,,,OTG_HS_DEVICE
0x40040930,,,,OTG_HS_DEVICE
0x40040950,,,,OTG_HS_DEVICE
0x40040970,,,,OTG_HS_DEVICE
0x40040990,,,,OTG_HS_DEVICE
0x400409b0,,,,OTG_HS_DEVICE
0x40040b00,,,,OTG_HS_DEVICE
0x40040b20,,,,OTG_HS_DEVICE
0x40040b40,,,,OTG_HS_DEVICE
0x40040b60,,,,OTG_HS_DEVICE
0x40040b08,,,,OTG_HS_DEVICE
0x40040b28,,,,OTG_HS_DEVICE
0x40040b48,,,,OTG_HS_DEVICE
0x40040b68,,,,OTG_HS_DEVICE
0x40040b88,,,,OTG_HS_DEVICE
0x40040ba8,,,,OTG_HS_DEVICE
0x40040bc8,,,,OTG_HS_DEVICE
0x40040be8,,,,OTG_HS_DEVICE
0x40040b10,,,,OTG_HS_DEVICE
0x40040b30,,,,OTG_HS_DEVICE
0x40040b50,,,,OTG_HS_DEVICE
0x40040b70,,,,OTG_HS_DEVICE
0x40040b90,,,,OTG_HS_DEVICE
0x40040e00,,,,OTG_HS_PWRCLK
0x40016808,LTDC Synchronization Size Configuration Register (LTDC_SSCR)  . . 491,CR,,LTDC
0x4001680c,16.7.2LTDC Back Porch Configuration Register (LTDC_BPCR)  ,CR,,LTDC
0x40016810,LTDC Active Width Configuration Register (LTDC_AWCR) ,CR,,LTDC
0x40016814,16.7.3LTDC Total Width Configuration Register (LTDC_TWCR) ,CR,,LTDC
0x40016818,16.7.5LTDC Global Control Register (LTDC_GCR) ,CR,,LTDC
0x40016824,LTDC Shadow Reload Configuration Register (LTDC_SRCR)  ,CR,,LTDC
0x4001682c,16.7.6LTDC Background Color Configuration Register (LTDC_BCCR)   ,CR,,LTDC
0x40016834,16.7.8LTDC Interrupt Enable Register (LTDC_IER)   ,CR,,LTDC
0x40016838,16.7.9LTDC Interrupt Status Register (LTDC_ISR)  ,SR,,LTDC
0x4001683c,16.7.10 LTDC Interrupt Clear Register (LTDC_ICR) ,CR,,LTDC
0x40016840,16.7.11 LTDC Line Interrupt Position Configuration Register (LTDC_LIPCR)  . 49816.7.12 LTDC Current Position Status Register (LTDC_CPSR)  ,CR,,LTDC
0x40016844,16.7.11 LTDC Line Interrupt Position Configuration Register (LTDC_LIPCR)  . 49816.7.12 LTDC Current Position Status Register (LTDC_CPSR)  ,CR,,LTDC
0x40016848,16.7.13 LTDC Current Display Status Register (LTDC_CDSR)  ,SR,,LTDC
0x40016884,,,,LTDC
0x40016888,,,,LTDC
0x4001688c,,,,LTDC
0x40016890,,,,LTDC
0x40016894,,,,LTDC
0x40016898,,,,LTDC
0x4001689c,,,,LTDC
0x400168a0,,,,LTDC
0x400168ac,,,,LTDC
0x400168b0,,,,LTDC
0x400168b4,,,,LTDC
0x400168c4,,,,LTDC
0x40016904,,,,LTDC
0x40016908,,,,LTDC
0x4001690c,,,,LTDC
0x40016910,,,,LTDC
0x40016914,,,,LTDC
0x40016918,,,,LTDC
0x4001691c,,,,LTDC
0x40016920,,,,LTDC
0x4001692c,,,,LTDC
0x40016930,,,,LTDC
0x40016934,,,,LTDC
0x40016944,,,,LTDC
0x40015824,,,,SAI
0x40015828,,,,SAI
0x4001582c,,,,SAI
0x40015830,,,,SAI
0x40015834,,,,SAI
0x40015838,,,,SAI
0x4001583c,,,,SAI
0x40015840,,,,SAI
0x40015804,,,,SAI
0x40015808,,,,SAI
0x4001580c,,,,SAI
0x40015810,,,,SAI
0x40015814,,,,SAI
0x40015818,,,,SAI
0x4001581c,,,,SAI
0x40015820,,,,SAI
0x4002b000,11.5.1DMA2D control register (DMA2D_CR)   ,CR,,DMA2D
0x4002b004,11.5.2DMA2D Interrupt Status Register (DMA2D_ISR)   ,SR,,DMA2D
0x4002b008,11.5.3DMA2D interrupt flag clear register (DMA2D_IFCR)  ,CR,,DMA2D
0x4002b00c,11.5.4DMA2D foreground memory address register (DMA2D_FGMAR)   ,CR,,DMA2D
0x4002b010,11.5.5DMA2D foreground offset register (DMA2D_FGOR) ,CR,,DMA2D
0x4002b014,DMA2D background memory address register (DMA2D_BGMAR)   . . 357,CR,,DMA2D
0x4002b018,11.5.7DMA2D background offset register (DMA2D_BGOR)  ,CR,CHECK,DMA2D
0x4002b01c,11.5.8DMA2D foreground PFC control register (DMA2D_FGPFCCR)  ,CR,,DMA2D
0x4002b020,11.5.9DMA2D foreground color register (DMA2D_FGCOLR)  ,CR,,DMA2D
0x4002b024,11.5.10 DMA2D background PFC control register (DMA2D_BGPFCCR)  ,CR,,DMA2D
0x4002b028,11.5.11 DMA2D background color register (DMA2D_BGCOLR)  ,CR,,DMA2D
0x4002b02c,11.5.12 DMA2D foreground CLUT memory address register(DMA2D_FGCMAR)   ,CR,,DMA2D
0x4002b030,11.5.13 DMA2D background CLUT memory address register(DMA2D_BGCMAR)   ,CR,,DMA2D
0x4002b034,11.5.14 DMA2D output PFC control register (DMA2D_OPFCCR)  ,CR,,DMA2D
0x4002b038,11.5.15 DMA2D output color register (DMA2D_OCOLR) ,CR,,DMA2D
0x4002b03c,11.5.16 DMA2D output memory address register (DMA2D_OMAR)  ,CR,,DMA2D
0x4002b040,11.5.17 DMA2D output offset register (DMA2D_OOR)   ,CR,CHECK,DMA2D
0x4002b044,11.5.18 DMA2D number of line register (DMA2D_NLR)   ,CR,,DMA2D
0x4002b048,11.5.19 DMA2D line watermark register (DMA2D_LWR)  ,CR,,DMA2D
0x4002b04c,11.5.20 DMA2D AHB master timer configuration register (DMA2D_AMTCR)  . 36811.5.21 DMA2D register map  ,CR,,DMA2D
0x4002b400,,,,DMA2D
0x4002b800,,,,DMA2D
